battle_id,attacker_name,defender_name,winner_name,attacker_bst,defender_bst,type_multiplier,attacker_type,defender_type,battle_date
2557,articuno,voltorb,articuno,580,330,1.0,ice,electric,2025-10-19
2558,persian,venonat,persian,440,305,1.0,normal,bug,2025-05-19
2559,mankey,venusaur,venusaur,305,525,1.0,fighting,grass,2025-06-18
2560,seadra,magikarp,magikarp,440,200,0.5,water,water,2025-06-12
2561,machoke,rapidash,rapidash,405,500,1.0,fighting,fire,2025-10-07
2562,bellsprout,aerodactyl,bellsprout,300,515,2.0,grass,rock,2025-11-13
2563,butterfree,porygon,butterfree,395,395,1.0,bug,normal,2026-02-15
2564,ninetales,tentacool,tentacool,505,335,0.5,fire,water,2025-10-20
2565,kakuna,kadabra,kadabra,205,400,2.0,bug,psychic,2025-11-20
2566,porygon,nidorina,porygon,395,365,1.0,normal,poison,2025-09-11
2567,onix,doduo,onix,385,310,1.0,rock,normal,2025-03-11
2568,kabutops,machamp,machamp,495,505,0.5,rock,fighting,2025-08-10
2569,golem,doduo,doduo,495,310,1.0,rock,normal,2025-04-21
2570,venusaur,gastly,venusaur,525,310,1.0,grass,ghost,2025-10-15
2571,paras,machop,machop,285,305,0.5,bug,fighting,2025-06-05
2572,mewtwo,sandslash,sandslash,680,450,1.0,psychic,ground,2025-03-20
2573,krabby,machop,machop,325,305,1.0,water,fighting,2025-04-17
2574,aerodactyl,persian,persian,515,440,1.0,rock,normal,2025-11-15
2575,doduo,bellsprout,doduo,310,300,1.0,normal,grass,2025-04-19
2576,exeggcute,wigglytuff,wigglytuff,325,435,1.0,grass,normal,2025-07-28
2577,onix,ninetales,ninetales,385,505,2.0,rock,fire,2026-01-19
2578,pinsir,parasect,pinsir,500,405,1.0,bug,bug,2025-12-07
2579,venomoth,moltres,moltres,450,580,0.5,bug,fire,2025-12-05
2580,tentacruel,charizard,tentacruel,515,534,2.0,water,fire,2025-12-07
2581,electrode,venomoth,electrode,490,450,1.0,electric,bug,2026-01-30
2582,weezing,abra,weezing,490,310,1.0,poison,psychic,2025-04-11
2583,cubone,raichu,raichu,320,485,2.0,ground,electric,2025-12-27
2584,charmander,raichu,charmander,309,485,1.0,fire,electric,2026-02-25
2585,nidoran-f,charmander,charmander,275,309,1.0,poison,fire,2025-04-12
2586,butterfree,nidoking,butterfree,395,505,0.5,bug,poison,2026-01-24
2587,bellsprout,vulpix,vulpix,300,299,0.5,grass,fire,2025-05-04
2588,charmander,venusaur,venusaur,309,525,2.0,fire,grass,2026-01-12
2589,omastar,dewgong,dewgong,495,475,1.0,rock,water,2026-01-23
2590,meowth,clefable,clefable,290,483,1.0,normal,fairy,2025-05-23
2591,tangela,golbat,tangela,435,455,0.5,grass,poison,2025-07-05
2592,wigglytuff,abra,wigglytuff,435,310,1.0,normal,psychic,2025-03-18
2593,bellsprout,kabuto,bellsprout,300,355,2.0,grass,rock,2026-02-13
2594,sandshrew,kabuto,sandshrew,300,355,2.0,ground,rock,2025-06-19
2595,hitmonchan,vulpix,hitmonchan,455,299,1.0,fighting,fire,2025-11-13
2596,squirtle,arcanine,squirtle,314,555,2.0,water,fire,2025-12-22
2597,cloyster,geodude,cloyster,525,300,2.0,water,rock,2025-03-22
2598,kingler,nidoran-f,kingler,475,275,1.0,water,poison,2026-01-10
2599,growlithe,sandshrew,sandshrew,350,300,1.0,fire,ground,2025-10-14
2600,gastly,raticate,raticate,310,413,0.0,ghost,normal,2026-01-06
2601,haunter,fearow,fearow,405,442,0.0,ghost,normal,2025-05-02
2602,jigglypuff,paras,jigglypuff,270,285,1.0,normal,bug,2025-09-17
2603,parasect,koffing,parasect,405,340,0.5,bug,poison,2025-03-31
2604,rapidash,geodude,rapidash,500,300,0.5,fire,rock,2026-01-13
2605,weepinbell,tauros,tauros,390,490,1.0,grass,normal,2025-10-23
2606,raticate,bulbasaur,bulbasaur,413,318,1.0,normal,grass,2025-12-21
2607,ninetales,magneton,ninetales,505,465,1.0,fire,electric,2025-07-22
2608,scyther,pidgeot,scyther,500,479,1.0,bug,normal,2025-08-01
2609,tentacool,ninetales,tentacool,335,505,2.0,water,fire,2026-01-01
2610,parasect,kingler,parasect,405,475,1.0,bug,water,2025-06-27
2611,koffing,jynx,jynx,340,455,1.0,poison,ice,2025-08-08
2612,seel,clefable,clefable,325,483,1.0,water,fairy,2025-04-07
2613,abra,kingler,kingler,310,475,1.0,psychic,water,2025-06-26
2614,omanyte,porygon,porygon,355,395,1.0,rock,normal,2025-06-06
2615,arcanine,kingler,arcanine,555,475,0.5,fire,water,2025-08-04
2616,jolteon,dragonair,dragonair,525,420,0.5,electric,dragon,2025-11-15
2617,ekans,poliwhirl,ekans,288,385,1.0,poison,water,2025-11-23
2618,charmeleon,haunter,haunter,405,405,1.0,fire,ghost,2025-12-29
2619,nidoran-f,pidgey,pidgey,275,251,1.0,poison,normal,2025-09-04
2620,clefable,golem,clefable,483,495,1.0,fairy,rock,2025-05-29
2621,lickitung,abra,lickitung,385,310,1.0,normal,psychic,2025-11-13
2622,beedrill,clefable,beedrill,395,483,0.5,bug,fairy,2025-03-16
2623,vulpix,hypno,hypno,299,483,1.0,fire,psychic,2025-03-16
2624,koffing,drowzee,koffing,340,328,1.0,poison,psychic,2026-01-12
2625,dragonite,rattata,dragonite,600,253,1.0,dragon,normal,2025-05-07
2626,zubat,wartortle,zubat,245,405,1.0,poison,water,2025-12-25
2627,spearow,abra,spearow,262,310,1.0,normal,psychic,2025-05-20
2628,hitmonchan,jigglypuff,hitmonchan,455,270,2.0,fighting,normal,2025-07-10
2629,clefable,flareon,flareon,483,525,0.5,fairy,fire,2025-10-05
2630,starmie,hitmonlee,hitmonlee,520,455,1.0,water,fighting,2025-07-23
2631,charmander,geodude,charmander,309,300,0.5,fire,rock,2026-02-05
2632,blastoise,vileplume,vileplume,530,490,0.5,water,grass,2026-03-02
2633,exeggcute,koffing,koffing,325,340,0.5,grass,poison,2025-07-18
2634,aerodactyl,machoke,machoke,515,405,0.5,rock,fighting,2025-06-24
2635,slowpoke,arcanine,slowpoke,315,555,2.0,water,fire,2025-12-17
2636,weepinbell,arbok,arbok,390,448,0.5,grass,poison,2026-01-02
2637,golduck,exeggutor,exeggutor,500,530,0.5,water,grass,2025-11-15
2638,electrode,venonat,venonat,490,305,1.0,electric,bug,2025-05-25
2639,raticate,staryu,raticate,413,340,1.0,normal,water,2025-04-07
2640,cubone,krabby,cubone,320,325,1.0,ground,water,2025-08-29
2641,koffing,diglett,koffing,340,265,0.5,poison,ground,2026-01-13
2642,raticate,haunter,haunter,413,405,0.0,normal,ghost,2025-09-17
2643,wartortle,poliwrath,wartortle,405,510,0.5,water,water,2025-06-03
2644,sandslash,pidgeotto,sandslash,450,349,1.0,ground,normal,2026-03-02
2645,slowbro,venomoth,venomoth,490,450,1.0,water,bug,2025-04-15
2646,blastoise,poliwrath,blastoise,530,510,0.5,water,water,2025-05-20
2647,zapdos,butterfree,zapdos,580,395,1.0,electric,bug,2025-07-03
2648,butterfree,weedle,butterfree,395,195,1.0,bug,bug,2025-09-30
2649,venusaur,gastly,gastly,525,310,1.0,grass,ghost,2025-08-16
2650,magikarp,diglett,magikarp,200,265,2.0,water,ground,2025-08-19
2651,gastly,nidoking,nidoking,310,505,1.0,ghost,poison,2026-01-17
2652,dodrio,marowak,marowak,470,425,1.0,normal,ground,2025-06-23
2653,raichu,magikarp,raichu,485,200,2.0,electric,water,2025-12-21
2654,squirtle,mew,mew,314,600,1.0,water,psychic,2025-07-06
2655,mew,caterpie,mew,600,195,1.0,psychic,bug,2025-12-20
2656,seaking,spearow,spearow,450,262,1.0,water,normal,2026-01-19
2657,poliwag,mankey,mankey,300,305,1.0,water,fighting,2025-04-07
2658,vulpix,golbat,golbat,299,455,1.0,fire,poison,2025-06-24
2659,eevee,vaporeon,vaporeon,325,525,1.0,normal,water,2025-09-14
2660,kangaskhan,nidoking,kangaskhan,490,505,1.0,normal,poison,2025-09-04
2661,rhyhorn,metapod,metapod,345,205,0.5,ground,bug,2025-03-23
2662,voltorb,poliwrath,voltorb,330,510,2.0,electric,water,2025-04-29
2663,raticate,wigglytuff,wigglytuff,413,435,1.0,normal,normal,2025-06-26
2664,pikachu,charmander,pikachu,320,309,1.0,electric,fire,2025-09-30
2665,kabutops,ekans,kabutops,495,288,1.0,rock,poison,2025-07-18
2666,magnemite,gloom,gloom,325,395,0.5,electric,grass,2025-12-15
2667,pidgeot,tentacool,pidgeot,479,335,1.0,normal,water,2025-09-08
2668,ekans,rattata,ekans,288,253,1.0,poison,normal,2025-07-15
2669,machoke,mr-mime,mr-mime,405,460,0.5,fighting,psychic,2025-07-24
2670,clefable,nidoran-m,nidoran-m,483,273,0.5,fairy,poison,2025-07-01
2671,metapod,gengar,gengar,205,500,0.5,bug,ghost,2025-08-14
2672,marowak,nidoking,marowak,425,505,2.0,ground,poison,2025-06-18
2673,magnemite,drowzee,magnemite,325,328,1.0,electric,psychic,2025-08-08
2674,gyarados,horsea,gyarados,540,295,0.5,water,water,2025-03-23
2675,metapod,beedrill,beedrill,205,395,1.0,bug,bug,2025-11-02
2676,articuno,venusaur,articuno,580,525,2.0,ice,grass,2026-01-13
2677,graveler,hypno,graveler,390,483,1.0,rock,psychic,2025-08-15
2678,rattata,growlithe,rattata,253,350,1.0,normal,fire,2025-07-14
2679,arbok,shellder,arbok,448,305,1.0,poison,water,2025-04-13
2680,porygon,staryu,porygon,395,340,1.0,normal,water,2025-12-05
2681,sandslash,exeggcute,exeggcute,450,325,0.5,ground,grass,2025-11-25
2682,exeggutor,dodrio,exeggutor,530,470,1.0,grass,normal,2025-09-13
2683,electabuzz,golduck,golduck,490,500,2.0,electric,water,2025-07-07
2684,nidorina,tentacool,nidorina,365,335,1.0,poison,water,2025-06-01
2685,wigglytuff,starmie,wigglytuff,435,520,1.0,normal,water,2025-11-18
2686,magneton,moltres,magneton,465,580,1.0,electric,fire,2025-05-04
2687,krabby,pidgey,pidgey,325,251,1.0,water,normal,2025-09-03
2688,rhyhorn,mr-mime,rhyhorn,345,460,1.0,ground,psychic,2025-11-19
2689,charizard,koffing,charizard,534,340,1.0,fire,poison,2025-04-16
2690,paras,fearow,paras,285,442,1.0,bug,normal,2025-10-18
2691,cubone,spearow,cubone,320,262,1.0,ground,normal,2025-03-08
2692,horsea,lickitung,lickitung,295,385,1.0,water,normal,2025-03-30
2693,machoke,venonat,venonat,405,305,0.5,fighting,bug,2026-01-19
2694,weezing,grimer,grimer,490,325,0.5,poison,poison,2025-10-06
2695,oddish,dugtrio,oddish,320,425,2.0,grass,ground,2025-08-05
2696,jynx,mr-mime,mr-mime,455,460,1.0,ice,psychic,2025-12-15
2697,rhydon,cloyster,cloyster,485,525,1.0,ground,water,2025-05-19
2698,voltorb,venusaur,venusaur,330,525,0.5,electric,grass,2025-05-06
2699,dugtrio,raticate,raticate,425,413,1.0,ground,normal,2025-05-15
2700,ninetales,farfetchd,farfetchd,505,377,1.0,fire,normal,2025-09-26
2701,charmander,jigglypuff,jigglypuff,309,270,1.0,fire,normal,2025-12-22
2702,tauros,magneton,tauros,490,465,1.0,normal,electric,2025-03-27
2703,marowak,machamp,machamp,425,505,1.0,ground,fighting,2026-03-06
2704,horsea,nidorino,nidorino,295,365,1.0,water,poison,2025-04-14
2705,dragonite,pikachu,dragonite,600,320,1.0,dragon,electric,2025-12-01
2706,lickitung,kabuto,kabuto,385,355,0.5,normal,rock,2025-05-04
2707,hypno,mankey,hypno,483,305,2.0,psychic,fighting,2025-11-30
2708,dragonair,charmander,dragonair,420,309,1.0,dragon,fire,2025-09-02
2709,charmeleon,rapidash,rapidash,405,500,0.5,fire,fire,2025-06-23
2710,nidoran-m,tauros,tauros,273,490,1.0,poison,normal,2025-07-17
2711,hitmonlee,cloyster,hitmonlee,455,525,1.0,fighting,water,2025-06-03
2712,weezing,vaporeon,vaporeon,490,525,1.0,poison,water,2025-09-17
2713,nidorina,paras,nidorina,365,285,1.0,poison,bug,2025-08-28
2714,paras,aerodactyl,aerodactyl,285,515,1.0,bug,rock,2025-06-03
2715,rhydon,krabby,rhydon,485,325,1.0,ground,water,2025-04-04
2716,rhydon,tentacruel,tentacruel,485,515,1.0,ground,water,2026-01-16
2717,ekans,sandshrew,ekans,288,300,0.5,poison,ground,2026-02-27
2718,hitmonlee,sandshrew,hitmonlee,455,300,1.0,fighting,ground,2025-04-22
2719,kabuto,raichu,raichu,355,485,1.0,rock,electric,2025-06-23
2720,dragonite,blastoise,blastoise,600,530,1.0,dragon,water,2025-08-04
2721,golduck,growlithe,growlithe,500,350,2.0,water,fire,2025-05-29
2722,krabby,nidorina,krabby,325,365,1.0,water,poison,2025-07-10
2723,nidoran-m,shellder,shellder,273,305,1.0,poison,water,2025-07-13
2724,hitmonlee,exeggcute,hitmonlee,455,325,1.0,fighting,grass,2025-08-28
2725,growlithe,gyarados,gyarados,350,540,0.5,fire,water,2025-04-04
2726,machamp,slowpoke,slowpoke,505,315,1.0,fighting,water,2025-08-07
2727,poliwrath,ivysaur,ivysaur,510,405,0.5,water,grass,2025-08-07
2728,blastoise,charmander,blastoise,530,309,2.0,water,fire,2025-08-28
2729,eevee,magneton,eevee,325,465,1.0,normal,electric,2025-05-19
2730,rhyhorn,poliwrath,poliwrath,345,510,1.0,ground,water,2025-08-19
2731,diglett,electrode,electrode,265,490,2.0,ground,electric,2025-05-16
2732,weezing,nidorino,nidorino,490,365,0.5,poison,poison,2025-08-20
2733,vileplume,cubone,cubone,490,320,2.0,grass,ground,2025-06-16
2734,zubat,rhydon,rhydon,245,485,0.5,poison,ground,2025-03-09
2735,nidorino,gyarados,nidorino,365,540,1.0,poison,water,2025-05-16
2736,electrode,machoke,machoke,490,405,1.0,electric,fighting,2025-12-16
2737,farfetchd,persian,farfetchd,377,440,1.0,normal,normal,2026-02-22
2738,rhydon,venusaur,venusaur,485,525,0.5,ground,grass,2025-05-08
2739,wigglytuff,wartortle,wartortle,435,405,1.0,normal,water,2025-06-02
2740,spearow,dratini,spearow,262,300,1.0,normal,dragon,2025-12-31
2741,seadra,gastly,seadra,440,310,1.0,water,ghost,2025-04-07
2742,primeape,ponyta,primeape,455,410,1.0,fighting,fire,2025-11-02
2743,hypno,machoke,hypno,483,405,2.0,psychic,fighting,2025-10-18
2744,fearow,vulpix,vulpix,442,299,1.0,normal,fire,2025-04-15
2745,dragonite,sandshrew,dragonite,600,300,1.0,dragon,ground,2025-05-06
2746,nidoran-m,sandslash,nidoran-m,273,450,0.5,poison,ground,2025-10-24
2747,parasect,arbok,parasect,405,448,0.5,bug,poison,2025-09-03
2748,psyduck,electrode,psyduck,320,490,1.0,water,electric,2026-02-24
2749,hitmonlee,rattata,hitmonlee,455,253,2.0,fighting,normal,2025-04-21
2750,raticate,psyduck,psyduck,413,320,1.0,normal,water,2025-08-27
2751,magnemite,horsea,horsea,325,295,2.0,electric,water,2025-12-05
2752,ponyta,venusaur,venusaur,410,525,2.0,fire,grass,2025-04-04
2753,moltres,blastoise,moltres,580,530,0.5,fire,water,2025-09-13
2754,muk,jynx,jynx,500,455,1.0,poison,ice,2025-05-04
2755,kabuto,ivysaur,kabuto,355,405,1.0,rock,grass,2025-10-28
2756,nidoran-m,diglett,diglett,273,265,0.5,poison,ground,2025-06-06
2757,charizard,eevee,charizard,534,325,1.0,fire,normal,2025-12-19
2758,mankey,gengar,gengar,305,500,0.0,fighting,ghost,2025-11-16
2759,wartortle,doduo,wartortle,405,310,1.0,water,normal,2026-01-24
2760,nidorino,bellsprout,nidorino,365,300,2.0,poison,grass,2025-11-25
2761,arbok,shellder,shellder,448,305,1.0,poison,water,2025-04-08
2762,golem,staryu,staryu,495,340,1.0,rock,water,2025-06-27
2763,rhydon,ditto,ditto,485,288,1.0,ground,normal,2025-11-29
2764,alakazam,vileplume,alakazam,500,490,1.0,psychic,grass,2025-10-15
2765,electrode,sandshrew,sandshrew,490,300,0.0,electric,ground,2025-05-11
2766,slowbro,oddish,oddish,490,320,0.5,water,grass,2025-07-01
2767,rhyhorn,kangaskhan,kangaskhan,345,490,1.0,ground,normal,2025-10-19
2768,magneton,sandslash,sandslash,465,450,0.0,electric,ground,2025-07-31
2769,meowth,moltres,moltres,290,580,1.0,normal,fire,2025-04-18
2770,pidgeotto,horsea,pidgeotto,349,295,1.0,normal,water,2026-02-18
2771,lapras,alakazam,alakazam,535,500,1.0,water,psychic,2025-10-08
2772,flareon,cloyster,cloyster,525,525,0.5,fire,water,2026-01-08
2773,parasect,farfetchd,parasect,405,377,1.0,bug,normal,2025-12-02
2774,gastly,abra,gastly,310,310,2.0,ghost,psychic,2025-04-05
2775,drowzee,ninetales,ninetales,328,505,1.0,psychic,fire,2026-01-04
2776,venusaur,magneton,magneton,525,465,1.0,grass,electric,2025-09-20
2777,golduck,staryu,staryu,500,340,0.5,water,water,2025-09-24
2778,poliwag,articuno,poliwag,300,580,1.0,water,ice,2025-10-13
2779,golduck,jolteon,golduck,500,525,1.0,water,electric,2025-05-24
2780,tentacool,raticate,raticate,335,413,1.0,water,normal,2025-04-11
2781,lickitung,rhydon,lickitung,385,485,1.0,normal,ground,2025-09-25
2782,dugtrio,weedle,weedle,425,195,0.5,ground,bug,2025-06-25
2783,butterfree,victreebel,butterfree,395,490,2.0,bug,grass,2026-01-03
2784,horsea,gloom,gloom,295,395,0.5,water,grass,2025-05-09
2785,kingler,poliwhirl,poliwhirl,475,385,0.5,water,water,2025-10-13
2786,charmeleon,dragonair,dragonair,405,420,0.5,fire,dragon,2025-07-14
2787,tentacruel,nidoking,nidoking,515,505,1.0,water,poison,2025-08-13
2788,caterpie,porygon,porygon,195,395,1.0,bug,normal,2026-02-15
2789,dewgong,charmeleon,dewgong,475,405,2.0,water,fire,2026-01-18
2790,hitmonchan,rapidash,hitmonchan,455,500,1.0,fighting,fire,2025-09-11
2791,exeggutor,spearow,exeggutor,530,262,1.0,grass,normal,2025-09-28
2792,pinsir,weedle,pinsir,500,195,1.0,bug,bug,2025-03-16
2793,seadra,pinsir,pinsir,440,500,1.0,water,bug,2026-01-04
2794,drowzee,sandshrew,drowzee,328,300,1.0,psychic,ground,2026-02-11
2795,venusaur,clefable,venusaur,525,483,1.0,grass,fairy,2025-09-23
2796,rhydon,growlithe,rhydon,485,350,2.0,ground,fire,2025-11-30
2797,onix,omanyte,omanyte,385,355,1.0,rock,rock,2025-03-20
2798,kakuna,machoke,machoke,205,405,0.5,bug,fighting,2026-02-13
2799,nidoran-f,weedle,weedle,275,195,1.0,poison,bug,2026-01-28
2800,machamp,dodrio,dodrio,505,470,2.0,fighting,normal,2025-08-25
2801,weepinbell,gloom,gloom,390,395,0.5,grass,grass,2025-05-13
2802,goldeen,nidoqueen,goldeen,320,505,1.0,water,poison,2025-12-22
2803,mewtwo,hitmonlee,mewtwo,680,455,2.0,psychic,fighting,2025-03-30
2804,nidoran-m,vaporeon,vaporeon,273,525,1.0,poison,water,2025-05-16
2805,scyther,magmar,magmar,500,495,0.5,bug,fire,2025-09-24
2806,jynx,growlithe,jynx,455,350,0.5,ice,fire,2025-10-07
2807,fearow,cloyster,cloyster,442,525,1.0,normal,water,2025-11-03
2808,persian,raticate,persian,440,413,1.0,normal,normal,2025-06-27
2809,pidgey,golduck,pidgey,251,500,1.0,normal,water,2025-11-17
2810,staryu,kingler,staryu,340,475,0.5,water,water,2026-01-13
2811,grimer,psyduck,psyduck,325,320,1.0,poison,water,2025-06-10
2812,ditto,magnemite,magnemite,288,325,1.0,normal,electric,2025-09-29
2813,seadra,wigglytuff,wigglytuff,440,435,1.0,water,normal,2026-01-12
2814,nidoking,primeape,primeape,505,455,1.0,poison,fighting,2025-08-22
2815,horsea,ditto,horsea,295,288,1.0,water,normal,2025-08-15
2816,venomoth,pidgeot,venomoth,450,479,1.0,bug,normal,2025-12-13
2817,slowpoke,dragonair,dragonair,315,420,0.5,water,dragon,2025-12-22
2818,seaking,sandslash,sandslash,450,450,2.0,water,ground,2025-11-04
2819,charmeleon,goldeen,charmeleon,405,320,0.5,fire,water,2026-02-21
2820,mr-mime,flareon,mr-mime,460,525,1.0,psychic,fire,2025-10-23
2821,nidoqueen,kabutops,nidoqueen,505,495,0.5,poison,rock,2025-07-30
2822,golduck,jigglypuff,golduck,500,270,1.0,water,normal,2025-07-30
2823,lapras,seel,lapras,535,325,0.5,water,water,2025-10-19
2824,onix,raichu,onix,385,485,1.0,rock,electric,2025-08-24
2825,koffing,diglett,koffing,340,265,0.5,poison,ground,2025-08-13
2826,paras,victreebel,paras,285,490,2.0,bug,grass,2025-06-28
2827,eevee,rhyhorn,eevee,325,345,1.0,normal,ground,2026-02-10
2828,kadabra,nidoran-f,kadabra,400,275,2.0,psychic,poison,2026-02-08
2829,caterpie,dragonair,caterpie,195,420,1.0,bug,dragon,2026-02-02
2830,porygon,raichu,porygon,395,485,1.0,normal,electric,2025-04-24
2831,cubone,electrode,cubone,320,490,2.0,ground,electric,2025-11-15
2832,bellsprout,pinsir,bellsprout,300,500,0.5,grass,bug,2025-11-23
2833,muk,geodude,geodude,500,300,0.5,poison,rock,2025-10-11
2834,bulbasaur,pikachu,bulbasaur,318,320,1.0,grass,electric,2025-03-14
2835,scyther,slowpoke,slowpoke,500,315,1.0,bug,water,2025-03-20
2836,poliwrath,gloom,poliwrath,510,395,0.5,water,grass,2026-01-31
2837,oddish,venonat,oddish,320,305,0.5,grass,bug,2025-07-17
2838,vulpix,charmander,charmander,299,309,0.5,fire,fire,2025-07-31
2839,seel,charizard,seel,325,534,2.0,water,fire,2025-10-23
2840,raticate,gloom,gloom,413,395,1.0,normal,grass,2026-03-03
2841,cloyster,mr-mime,mr-mime,525,460,1.0,water,psychic,2025-06-30
2842,kadabra,starmie,kadabra,400,520,1.0,psychic,water,2026-02-27
2843,moltres,graveler,graveler,580,390,0.5,fire,rock,2025-06-12
2844,magikarp,oddish,oddish,200,320,0.5,water,grass,2026-01-18
2845,raichu,rapidash,rapidash,485,500,1.0,electric,fire,2025-09-17
2846,horsea,magmar,magmar,295,495,2.0,water,fire,2025-06-01
2847,machop,electabuzz,machop,305,490,1.0,fighting,electric,2025-07-16
2848,charmander,cloyster,cloyster,309,525,0.5,fire,water,2025-09-18
2849,eevee,jynx,eevee,325,455,1.0,normal,ice,2025-03-21
2850,eevee,charizard,eevee,325,534,1.0,normal,fire,2025-08-09
2851,primeape,vulpix,primeape,455,299,1.0,fighting,fire,2026-02-20
2852,abra,dragonair,dragonair,310,420,1.0,psychic,dragon,2025-07-30
2853,haunter,persian,persian,405,440,0.0,ghost,normal,2025-11-28
2854,hypno,sandslash,sandslash,483,450,1.0,psychic,ground,2025-04-21
2855,kabuto,horsea,horsea,355,295,1.0,rock,water,2025-06-11
2856,vileplume,machamp,machamp,490,505,1.0,grass,fighting,2025-09-10
2857,dodrio,electrode,electrode,470,490,1.0,normal,electric,2025-10-17
2858,slowbro,venomoth,slowbro,490,450,1.0,water,bug,2025-06-14
2859,grimer,nidoran-m,nidoran-m,325,273,0.5,poison,poison,2025-07-18
2860,moltres,muk,moltres,580,500,1.0,fire,poison,2026-03-03
2861,tauros,ninetales,tauros,490,505,1.0,normal,fire,2025-12-21
2862,vaporeon,graveler,vaporeon,525,390,2.0,water,rock,2025-04-01
2863,golbat,rapidash,rapidash,455,500,1.0,poison,fire,2026-02-02
2864,golem,charmander,golem,495,309,2.0,rock,fire,2025-11-16
2865,tentacruel,nidoran-m,tentacruel,515,273,1.0,water,poison,2025-10-02
2866,ivysaur,rhyhorn,ivysaur,405,345,2.0,grass,ground,2026-03-07
2867,weedle,alakazam,weedle,195,500,2.0,bug,psychic,2025-10-13
2868,magikarp,articuno,magikarp,200,580,1.0,water,ice,2026-01-22
2869,weepinbell,vulpix,vulpix,390,299,0.5,grass,fire,2025-11-27
2870,rhyhorn,mewtwo,mewtwo,345,680,1.0,ground,psychic,2025-10-10
2871,primeape,blastoise,blastoise,455,530,1.0,fighting,water,2025-09-07
2872,kadabra,kingler,kadabra,400,475,1.0,psychic,water,2026-01-16
2873,machoke,rapidash,rapidash,405,500,1.0,fighting,fire,2025-12-09
2874,zapdos,rhydon,rhydon,580,485,0.0,electric,ground,2025-09-23
2875,dragonite,clefable,clefable,600,483,0.0,dragon,fairy,2025-11-25
2876,alakazam,clefairy,alakazam,500,323,1.0,psychic,fairy,2025-11-25
